Time	Treatment	Replicate	Core	Depth	Blue	Red	Arcsine(Blue)	Arcsine(Red)	
t3	T1+	C	51	24	0.007935698	0.006096048	7.9357E-05	6.09605E-05	
t3	T1+	C	51	26	0.006575293	0.004789752	6.57529E-05	4.78975E-05	
t3	T1+	C	51	28	0.003174279	0.007837775	3.17428E-05	7.83778E-05	
t3	T1+	C	51	30	0.004988153	0.007837775	4.98815E-05	7.83778E-05	
t3	T1+	D	52	4	97.22247728	98.43249473	1.334555918	1.393504613	
t3	T1+	D	52	6	1.386173657	0.924914824	0.013862181	0.00924928	
t3	T1+	D	52	8	0.416453112	0.186334089	0.004164543	0.001863342	
t3	T1+	D	52	10	0.288069691	0.162134856	0.002880701	0.001621349	
t3	T1+	D	52	12	0.237400812	0.107081603	0.00237401	0.001070816	
t3	T1+	D	52	14	0.131722391	0.052028349	0.001317224	0.000520284	
t3	T1+	D	52	16	0.079467501	0.041945336	0.000794675	0.000419453	
t3	T1+	D	52	18	0.069200166	0.043659448	0.000692002	0.000436594	
t3	T1+	D	52	20	0.034558346	0.011292975	0.000345583	0.00011293	
t3	T1+	D	52	22	0.021536361	0.009175542	0.000215364	9.17554E-05	
t3	T1+	D	52	24	0.009933438	0.003226564	9.93344E-05	3.22656E-05	
t3	T1+	D	52	26	0.015776636	0.006755619	0.000157766	6.75562E-05	
t3	T1+	D	52	28	0.017279173	0.00756226	0.000172792	7.56226E-05	
t3	T1+	D	52	30	0.007679632	0.001915773	7.67963E-05	1.91577E-05	
t3	T2-	A	53	4	97.72484658	97.25923987	1.357075324	1.336131798	
t3	T2-	A	53	6	0.789652902	1.202818868	0.007896611	0.012028479	
t3	T2-	A	53	8	0.365465396	0.374394554	0.003654662	0.003743954	
t3	T2-	A	53	10	0.205808799	0.265087053	0.002058089	0.002650874	
t3	T2-	A	53	12	0.180950398	0.203778854	0.001809505	0.00203779	
t3	T2-	A	53	14	0.241548613	0.192215386	0.002415488	0.001922155	
t3	T2-	A	53	16	0.185546857	0.170179343	0.00185547	0.001701794	
t3	T2-	A	53	18	0.142959257	0.117816468	0.001429593	0.001178165	
t3	T2-	A	53	20	0.028141586	0.041235764	0.000281416	0.000412358	
t3	T2-	A	53	22	0.010318582	0.018545185	0.000103186	0.000185452	
t3	T2-	A	53	24	0.015102651	0.015490684	0.000151027	0.000154907	
t3	T2-	A	53	26	0.030299108	0.028581402	0.000302991	0.000285814	
t3	T2-	A	53	28	0.015008846	0.014836148	0.000150088	0.000148361	
t3	T2-	A	53	30	0.020168137	0.024436008	0.000201681	0.00024436	
t3	T2-	B	54	4	98.14619368	98.27266627	1.377945998	1.384660378	
t3	T2-	B	54	6	1.275856838	1.202961249	0.012758915	0.012029903	
t3	T2-	B	54	8	0.232707508	0.196848204	0.002327077	0.001968483	
t3	T2-	B	54	10	0.094137342	0.087858803	0.000941374	0.000878588	
t3	T2-	B	54	12	0.029908778	0.036700513	0.000299088	0.000367005	
t3	T2-	B	54	14	0.035288055	0.028915555	0.000352881	0.000289156	
t3	T2-	B	54	16	0.035718397	0.030769117	0.000357184	0.000307691	
t3	T2-	B	54	18	0.023346061	0.024467008	0.000233461	0.00024467	
t3	T2-	B	54	20	0.024206745	0.022428091	0.000242067	0.000224281	
t3	T2-	B	54	22	0.03227566	0.034290883	0.000322757	0.000342909	
t3	T2-	B	54	24	0.011726823	0.009267806	0.000117268	9.26781E-05	
t3	T2-	B	54	26	0.003335152	0.007784957	3.33515E-05	7.78496E-05	
t3	T2-	B	54	28	0.009682698	0.007970313	9.6827E-05	7.97031E-05	
t3	T2-	B	54	30	0.00699306	0.008526382	6.99306E-05	8.52638E-05	
t3	T2-	C	55	4	99.13794725	99.20337288	1.439396618	1.444488206	
t3	T2-	C	55	6	0.411152578	0.411625711	0.004111537	0.004116269	
t3	T2-	C	55	8	0.107275777	0.066911073	0.001072758	0.000669111	
t3	T2-	C	55	10	0.052056532	0.033805856	0.000520565	0.000338059	
t3	T2-	C	55	12	0.042910311	0.048694446	0.000429103	0.000486944	
t3	T2-	C	55	14	0.052569404	0.046767687	0.000525694	0.000467677	
t3	T2-	C	55	16	0.058552914	0.039060653	0.000585529	0.000390607	
t3	T2-	C	55	18	0.032909302	0.032054258	0.000329093	0.000320543	
t3	T2-	C	55	20	0.036841322	0.049044766	0.000368413	0.000490448	
t3	T2-	C	55	22	0.017779571	0.015764389	0.000177796	0.000157644	
t3	T2-	C	55	24	0.009402658	0.006130596	9.40266E-05	6.1306E-05	
t3	T2-	C	55	26	0.005898031	0.007006395	5.89803E-05	7.0064E-05	
t3	T2-	C	55	28	0.006154467	0.009108314	6.15447E-05	9.10831E-05	
t3	T2-	C	55	30	0.007180211	0.010684753	7.18021E-05	0.000106848	
t3	T2-	D	56	4	99.07920904	99.58817497	1.434987083	1.480009983	
t3	T2-	D	56	6	0.431777393	0.20789011	0.004317787	0.002078903	
t3	T2-	D	56	8	0.145354007	0.057801222	0.001453541	0.000578012	
t3	T2-	D	56	10	0.078901842	0.047184671	0.000789018	0.000471847	
t3	T2-	D	56	12	0.077204159	0.030670036	0.000772042	0.0003067	
t3	T2-	D	56	14	0.050768808	0.017347306	0.000507688	0.000173473	
t3	T2-	D	56	16	0.021908196	0.009714491	0.000219082	9.71449E-05	
t3	T2-	D	56	18	0.020938091	0.005759305	0.000209381	5.75931E-05	
t3	T2-	D	56	20	0.012934728	0.004787856	0.000129347	4.78786E-05	
t3	T2-	D	56	22	0.008165047	0.004371521	8.16505E-05	4.37152E-05	
t3	T2-	D	56	24	0.005012207	0.00360824	5.01221E-05	3.60824E-05	
t3	T2-	D	56	26	0.008245889	0.005412359	8.24589E-05	5.41236E-05	
t3	T2-	D	56	28	0.007033258	0.003191904	7.03326E-05	3.1919E-05	
t3	T2-	D	56	30	0.009377678	0.00360824	9.37768E-05	3.60824E-05	
t3	T2+	A	57	4	92.54914595	92.24712089	1.182331064	1.174433315	
t3	T2+	A	57	6	3.105413546	3.464480464	0.031059129	0.034651739	
t3	T2+	A	57	8	1.772110226	1.76480819	0.01772203	0.017648998	
t3	T2+	A	57	10	1.088927688	0.998523359	0.010889492	0.0099854	
t3	T2+	A	57	12	0.572460822	0.57837965	0.005724639	0.005783829	
t3	T2+	A	57	14	0.344264348	0.374105234	0.00344265	0.003741061	
t3	T2+	A	57	16	0.191195443	0.160623122	0.001911956	0.001606232	
t3	T2+	A	57	18	0.086664012	0.079458997	0.00086664	0.00079459	
t3	T2+	A	57	20	0.189225806	0.179379538	0.001892259	0.001793796	
t3	T2+	A	57	22	0.019696366	0.017051287	0.000196964	0.000170513	
t3	T2+	A	57	24	0.012521262	0.015687184	0.000125213	0.000156872	
t3	T2+	A	57	26	0.006330975	0.012617952	6.33097E-05	0.00012618	
t3	T2+	A	57	28	0.009848183	0.015346158	9.84818E-05	0.000153462	
t3	T2+	A	57	30	0.011958508	0.013641029	0.000119585	0.00013641	
t3	T2+	B	58	4	95.12144735	92.00302262	1.257148625	1.168157616	
t3	T2+	B	58	6	0.207285091	2.98026135	0.002072852	0.029807027	
t3	T2+	B	58	8	1.290746518	1.554437761	0.012907824	0.015545004	
t3	T2+	B	58	10	1.323543315	1.114783379	0.01323582	0.011148065	
t3	T2+	B	58	12	0.754676461	0.650322108	0.007546836	0.006503267	
t3	T2+	B	58	14	0.523815026	0.693447928	0.005238174	0.006934535	
t3	T2+	B	58	16	0.257005501	0.343098342	0.002570058	0.00343099	
t3	T2+	B	58	18	0.144142504	0.165633682	0.001441426	0.001656338	
t3	T2+	B	58	20	0.16036583	0.154565994	0.001603659	0.001545661	
t3	T2+	B	58	22	0.038282382	0.095029463	0.000382824	0.000950295	
t3	T2+	B	58	24	0.081116632	0.111058529	0.000811166	0.001110586	
t3	T2+	B	58	26	0.013305462	0.020227155	0.000133055	0.000202272	
t3	T2+	B	58	28	0.011087885	0.022135377	0.000110879	0.000221354	
t3	T2+	B	58	30	0.017273758	0.038164443	0.000172738	0.000381644	
t3	T2+	C	59	4	93.48722945	93.27195292	1.207899144	1.20188238	
t3	T2+	C	59	6	2.081151532	2.415460931	0.020813018	0.024156959	
t3	T2+	C	59	8	2.146690035	2.123278061	0.021468549	0.021234376	
t3	T2+	C	59	10	0.866189294	0.848485849	0.008662001	0.00848496	
t3	T2+	C	59	12	0.619845599	0.590143368	0.006198496	0.005901468	
t3	T2+	C	59	14	0.274856322	0.25504098	0.002748567	0.002550413	
t3	T2+	C	59	16	0.18202137	0.184884076	0.001820215	0.001848842	
t3	T2+	C	59	18	0.103510296	0.085839035	0.001035103	0.00085839	
t3	T2+	C	59	20	0.040539281	0.041268767	0.000405393	0.000412688	
t3	T2+	C	59	22	0.046755304	0.050760583	0.000467553	0.000507606	
t3	T2+	C	59	24	0.083646049	0.063553901	0.000836461	0.000635539	
t3	T2+	C	59	26	0.005675499	0.010317192	5.6755E-05	0.000103172	
t3	T2+	C	59	28	0.008918642	0.018983633	8.91864E-05	0.000189836	
t3	T2+	C	59	30	0.008918642	0.008253753	8.91864E-05	8.25375E-05	
t3	T2+	D	60	4	86.97566365	91.02181612	1.054708949	1.143810552	
t3	T2+	D	60	6	5.376850478	3.927867769	0.053794446	0.039288785	
t3	T2+	D	60	8	3.284492282	2.349176362	0.032850831	0.023493925	
t3	T2+	D	60	10	1.60701998	1.042329131	0.016070892	0.01042348	
t3	T2+	D	60	12	0.86020012	0.495055678	0.008602107	0.004950577	
t3	T2+	D	60	14	0.587355197	0.377526717	0.005873586	0.003775276	
t3	T2+	D	60	16	0.427890534	0.267323831	0.004278918	0.002673241	
t3	T2+	D	60	18	0.389381648	0.213859065	0.003893826	0.002138592	
t3	T2+	D	60	20	0.229159433	0.131557617	0.002291596	0.001315577	
t3	T2+	D	60	22	0.05669013	0.039124362	0.000566901	0.000391244	
t3	T2+	D	60	24	0.039897731	0.015743269	0.000398977	0.000157433	
t3	T2+	D	60	26	0.029797039	0.016834387	0.00029797	0.000168344	
t3	T2+	D	60	28	0.047094473	0.034604018	0.000470945	0.00034604	
t3	T2+	D	60	30	0.019822607	0.011067051	0.000198226	0.000110671	
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
