Time	Treatment	Replicate	Core	Depth	Blue	Red	Arcsine(Blue)	Arcsine(Red)	
t2	T1-	B	26	10	0.05894384	0.129455173	0.000589438	0.001294552	
t2	T1-	B	26	12	0.027696503	0.082424642	0.000276965	0.000824247	
t2	T1-	B	26	14	0.017186035	0.021333437	0.00017186	0.000213334	
t2	T1-	B	26	16	0.004403034	0.018909183	4.40303E-05	0.000189092	
t2	T1-	B	26	18	0.018606369	0.039272918	0.000186064	0.000392729	
t2	T1-	B	26	20	0.037354771	0.038303216	0.000373548	0.000383032	
t2	T1-	B	26	22	0.009516234	0.018909183	9.51623E-05	0.000189092	
t2	T1-	B	26	24	0.012214868	0.024242542	0.000122149	0.000242425	
t2	T1-	B	26	26	0.014345368	0.028121348	0.000143454	0.000281213	
t2	T1-	B	26	28	0.021873136	0.037333514	0.000218731	0.000373335	
t2	T1-	B	26	30	0.013209101	0.026666796	0.000132091	0.000266668	
t2	T1-	C	27	4	99.79495077	99.73643421	1.50674645	1.498176543	
t2	T1-	C	27	6	0.073871446	0.064471733	0.000738715	0.000644717	
t2	T1-	C	27	8	0.01443851	0.021379227	0.000144385	0.000213792	
t2	T1-	C	27	10	0.005036689	0.018706824	5.03669E-05	0.000187068	
t2	T1-	C	27	12	0.01130457	0.015032269	0.000113046	0.000150323	
t2	T1-	C	27	14	0.01287154	0.022381379	0.000128715	0.000223814	
t2	T1-	C	27	16	0.008954115	0.006012908	8.95411E-05	6.01291E-05	
t2	T1-	C	27	18	0.021489875	0.034407194	0.000214899	0.000344072	
t2	T1-	C	27	20	0.006379807	0.00768316	6.37981E-05	7.68316E-05	
t2	T1-	C	27	22	0.005372469	0.018372774	5.37247E-05	0.000183728	
t2	T1-	C	27	24	0.005148616	0.007015059	5.14862E-05	7.01506E-05	
t2	T1-	C	27	26	0.001455044	0.003006454	1.45504E-05	3.00645E-05	
t2	T1-	C	27	28	0.014662363	0.01536632	0.000146624	0.000153663	
t2	T1-	C	27	30	0.004588984	0.008351261	4.58898E-05	8.35126E-05	
t2	T1-	D	28	4	99.78443456	99.87980682	1.505123968	1.521762203	
t2	T1-	D	28	6	0.070455144	0.03592337	0.000704552	0.000359234	
t2	T1-	D	28	8	0.017955037	0.008903198	0.00017955	8.9032E-05	
t2	T1-	D	28	10	0.015645032	0.009420826	0.00015645	9.42083E-05	
t2	T1-	D	28	12	0.00483001	0.003209292	4.83001E-05	3.20929E-05	
t2	T1-	D	28	14	0.010185021	0.007867943	0.00010185	7.86794E-05	
t2	T1-	D	28	16	0.010605022	0.003002241	0.00010605	3.00224E-05	
t2	T1-	D	28	18	0.00976502	0.003830446	9.76502E-05	3.83045E-05	
t2	T1-	D	28	20	0.013125027	0.008385571	0.00013125	8.38557E-05	
t2	T1-	D	28	22	0.015855033	0.007660892	0.00015855	7.66089E-05	
t2	T1-	D	28	24	0.008400017	0.008696147	8.40002E-05	8.69615E-05	
t2	T1-	D	28	26	0.002415005	0.002898716	2.415E-05	2.89872E-05	
t2	T1-	D	28	28	0.011235023	0.006832687	0.00011235	6.83269E-05	
t2	T1-	D	28	30	0.002730006	0.003416344	2.73001E-05	3.41634E-05	
t2	T1+	A	29	4	99.33206817	98.56013939	1.455152329	1.400894633	
t2	T1+	A	29	6	0.21809597	0.482901655	0.002180961	0.004829035	
t2	T1+	A	29	8	0.08899556	0.20740007	0.000889956	0.002074002	
t2	T1+	A	29	10	0.014677549	0.053508334	0.000146775	0.000535083	
t2	T1+	A	29	12	0.070080127	0.099941185	0.000700801	0.000999412	
t2	T1+	A	29	14	0.03834768	0.086232438	0.000383477	0.000862324	
t2	T1+	A	29	16	0.097678053	0.192806888	0.000976781	0.00192807	
t2	T1+	A	29	18	0.027494563	0.05041281	0.000274946	0.000504128	
t2	T1+	A	29	20	0.016124631	0.02609084	0.000161246	0.000260908	
t2	T1+	A	29	22	0.017571713	0.036704064	0.000175717	0.000367041	
t2	T1+	A	29	24	0.03080218	0.101267838	0.000308022	0.001012679	
t2	T1+	A	29	26	0.020982693	0.030070799	0.000209827	0.000300708	
t2	T1+	A	29	28	0.007338774	0.021226446	7.33877E-05	0.000212264	
t2	T1+	A	29	30	0.004134521	0.012824311	4.13452E-05	0.000128243	
t2	T1+	B	30	4	94.11149601	93.69355223	1.225913164	1.213756522	
t2	T1+	B	30	6	3.658411995	4.193920426	0.036592286	0.041951508	
t2	T1+	B	30	8	1.88359325	1.913538801	0.018837046	0.019136556	
t2	T1+	B	30	10	0.124571276	0.109646748	0.001245713	0.001096468	
t2	T1+	B	30	12	0.032022802	0.020846419	0.000320228	0.000208464	
t2	T1+	B	30	14	0.025068789	0.004331723	0.000250688	4.33172E-05	
t2	T1+	B	30	16	0.024897085	0.000541465	0.000248971	5.41465E-06	
t2	T1+	B	30	18	0.013993879	0.01299517	0.000139939	0.000129952	
t2	T1+	B	30	20	0.011847578	0.000270733	0.000118476	2.70733E-06	
t2	T1+	B	30	22	0.029533094	0.005143922	0.000295331	5.14392E-05	
t2	T1+	B	30	24	0.024897085	0.005143922	0.000248971	5.14392E-05	
t2	T1+	B	30	26	0.025755605	0.03194646	0.000257556	0.000319465	
t2	T1+	B	30	28	0.006353049	0.002436594	6.35305E-05	2.43659E-05	
t2	T1+	B	30	30	0.003863341	0.000270733	3.86334E-05	2.70733E-06	
t2	T1+	C	31	4	99.06378752	99.5086709	1.433852764	1.471626576	
t2	T1+	C	31	6	0.58380833	0.4269316	0.005838116	0.004269329	
t2	T1+	C	31	8	0.113904591	0.034041778	0.001139046	0.000340418	
t2	T1+	C	31	10	0.078900688	0.004770185	0.000789007	4.77019E-05	
t2	T1+	C	31	12	0.065845179	0.004770185	0.000658452	4.77019E-05	
t2	T1+	C	31	14	0.013339325	0.001084133	0.000133393	1.08413E-05	
t2	T1+	C	31	16	0.012204063	0.001084133	0.000122041	1.08413E-05	
t2	T1+	C	31	18	0.020813131	0.010407677	0.000208131	0.000104077	
t2	T1+	C	31	20	0.017785767	0.000433653	0.000177858	4.33653E-06	
t2	T1+	C	31	22	0.004541047	0.001084133	4.54105E-05	1.08413E-05	
t2	T1+	C	31	24	0.001135262	0	1.13526E-05	0	
t2	T1+	C	31	26	0.000473026	0.000216827	4.73026E-06	2.16827E-06	
t2	T1+	C	31	28	0.000756841	0.00065048	7.56841E-06	6.5048E-06	
t2	T1+	C	31	30	0.007852227	0.000216827	7.85223E-05	2.16827E-06	
t2	T1+	D	32	4	97.37175931	99.19618368	1.34102101	1.443918787	
t2	T1+	D	32	6	1.735879852	0.582503302	0.01735967	0.005825066	
t2	T1+	D	32	8	0.192051205	0.050225602	0.001920513	0.000502256	
t2	T1+	D	32	10	0.123312948	0.029814992	0.00123313	0.00029815	
t2	T1+	D	32	12	0.162937209	0.040717875	0.001629373	0.000407179	
t2	T1+	D	32	14	0.180079619	0.04635017	0.001800797	0.000463502	
t2	T1+	D	32	16	0.074133901	0.017878661	0.000741339	0.000178787	
t2	T1+	D	32	18	0.039624261	0.009662744	0.000396243	9.66274E-05	
t2	T1+	D	32	20	0.042659311	0.008009227	0.000426593	8.00923E-05	
t2	T1+	D	32	22	0.006632146	0.003255363	6.63215E-05	3.25536E-05	
t2	T1+	D	32	24	0.006969374	0.002015225	6.96937E-05	2.01522E-05	
t2	T1+	D	32	26	0.00449637	0.002015225	4.49637E-05	2.01522E-05	
t2	T1+	D	32	28	0.006744555	0.002635294	6.74456E-05	2.63529E-05	
t2	T1+	D	32	30	0.007419011	0.002997001	7.41901E-05	2.997E-05	
t2	T2-	A	33	4	99.35413131	99.31748057	1.457080441	1.453894895	
t2	T2-	A	33	6	0.444107038	0.456514843	0.004441085	0.004565164	
t2	T2-	A	33	8	0.07796348	0.076776677	0.000779635	0.000767767	
t2	T2-	A	33	10	0.026521823	0.038388339	0.000265218	0.000383883	
t2	T2-	A	33	12	0.030526796	0.025051545	0.000305268	0.000250515	
t2	T2-	A	33	14	0.013171912	0.01531929	0.000131719	0.000153193	
t2	T2-	A	33	16	0.008543943	0.01063339	8.54394E-05	0.000106334	
t2	T2-	A	33	18	0.004627969	0.005767262	4.62797E-05	5.76726E-05	
t2	T2-	A	33	20	0.00293698	0.005226581	2.93698E-05	5.22658E-05	
t2	T2-	A	33	22	0.003203979	0.00414522	3.20398E-05	4.14522E-05	
t2	T2-	A	33	24	0.003648976	0.007209078	3.64898E-05	7.20908E-05	
t2	T2-	A	33	26	0.004182972	0.00883112	4.18297E-05	8.83112E-05	
t2	T2-	A	33	28	0.004983967	0.007028851	4.98397E-05	7.02885E-05	
t2	T2-	A	33	30	0.001601989	0.001982496	1.60199E-05	1.9825E-05	
t2	T2-	B	34	4	99.46028274	99.53844906	1.466853704	1.474681143	
t2	T2-	B	34	6	0.31789557	0.248833497	0.003178961	0.002488338	
t2	T2-	B	34	8	0.063194452	0.056010492	0.000631945	0.000560105	
t2	T2-	B	34	10	0.042404393	0.043920796	0.000424044	0.000439208	
t2	T2-	B	34	12	0.023354471	0.017751959	0.000233545	0.00017752	
t2	T2-	B	34	14	0.015478061	0.017751959	0.000154781	0.00017752	
t2	T2-	B	34	16	0.010166064	0.021883881	0.000101661	0.000218839	
t2	T2-	B	34	18	0.010532409	0.006733502	0.000105324	6.7335E-05	
t2	T2-	B	34	20	0.012364132	0.007498672	0.000123641	7.49867E-05	
t2	T2-	B	34	22	0.003205516	0.002448546	3.20552E-05	2.44855E-05	
t2	T2-	B	34	24	0.002839171	0.002295512	2.83917E-05	2.29551E-05	
t2	T2-	B	34	26	0.002106482	0.004591024	2.10648E-05	4.59102E-05	
t2	T2-	B	34	28	0.001923309	0.005815297	1.92331E-05	5.8153E-05	
t2	T2-	B	34	30	0.008700685	0.005050126	8.70069E-05	5.05013E-05	
t2	T2-	C	35	4	99.34652191	99.28659036	1.456411795	1.451275658	
t2	T2-	C	35	6	0.456352183	0.445345431	0.004563538	0.004453469	
t2	T2-	C	35	8	0.051275526	0.074447402	0.000512755	0.000744474	
t2	T2-	C	35	10	0.024783171	0.033206755	0.000247832	0.000332068	
t2	T2-	C	35	12	0.030290542	0.023298288	0.000302905	0.000232983	
t2	T2-	C	35	14	0.025447854	0.034813533	0.000254479	0.000348135	
t2	T2-	C	35	16	0.013293655	0.013122024	0.000132937	0.00013122	
t2	T2-	C	35	18	0.001329365	0.002945761	1.32937E-05	2.94576E-05	
t2	T2-	C	35	20	0.006836737	0.012050838	6.83674E-05	0.000120508	
t2	T2-	C	35	22	0.000759637	0.003213557	7.59637E-06	3.21356E-05	
t2	T2-	C	35	24	0.004367915	0.007498299	4.36792E-05	7.4983E-05	
t2	T2-	C	35	26	0.006836737	0.010711856	6.83674E-05	0.000107119	
t2	T2-	C	35	28	0.009115649	0.012586431	9.11565E-05	0.000125864	
t2	T2-	C	35	30	0.003703232	0.004552539	3.70323E-05	4.55254E-05	
t2	T2-	D	36	4	99.60184021	99.74661708	1.481529952	1.499593799	
t2	T2-	D	36	6	0.049896115	0.026759912	0.000498961	0.000267599	
t2	T2-	D	36	8	0.043392801	0.034644529	0.000433928	0.000346445	
t2	T2-	D	36	10	0.040589649	0.037033807	0.000405896	0.000370338	
t2	T2-	D	36	12	0.028704282	0.021145109	0.000287043	0.000211451	
t2	T2-	D	36	14	0.025116247	0.014455131	0.000251162	0.000144551	
t2	T2-	D	36	16	0.059651086	0.028074015	0.000596511	0.00028074	
t2	T2-	D	36	18	0.007736701	0.003942308	7.7367E-05	3.94231E-05	
t2	T2-	D	36	20	0.011324736	0.004778556	0.000113247	4.77856E-05	
t2	T2-	D	36	22	0.022985851	0.012304781	0.000229859	0.000123048	
t2	T2-	D	36	24	0.021416085	0.011707462	0.000214161	0.000117075	
t2	T2-	D	36	26	0.013903637	0.007406761	0.000139036	7.40676E-05	
t2	T2-	D	36	28	0.017491672	0.006570514	0.000174917	6.57051E-05	
t2	T2-	D	36	30	0.007848827	0.010034967	7.84883E-05	0.00010035	
t2	T2+	A	37	4	95.9546839	98.04864679	1.28538825	1.372920975	
t2	T2+	A	37	6	2.253589694	1.166990352	0.022537805	0.011670168	
t2	T2+	A	37	8	0.500559942	0.189042726	0.00500562	0.001890428	
t2	T2+	A	37	10	0.141947173	0.055757424	0.001419472	0.000557574	
t2	T2+	A	37	12	0.214436527	0.098671846	0.002144367	0.000986719	
t2	T2+	A	37	14	0.401767563	0.170091467	0.004017686	0.001700915	
t2	T2+	A	37	16	0.271233228	0.138297206	0.002712336	0.001382972	
t2	T2+	A	37	18	0.085685448	0.047769703	0.000856855	0.000477697	
t2	T2+	A	37	20	0.019170001	0.003445683	0.0001917	3.44568E-05	
t2	T2+	A	37	22	0.020864094	0.008144343	0.000208641	8.14434E-05	
t2	T2+	A	37	24	0.056975027	0.028191956	0.00056975	0.00028192	
t2	T2+	A	37	26	0.035308468	0.022553565	0.000353085	0.000225536	
t2	T2+	A	37	28	0.00668721	0.003289062	6.68721E-05	3.28906E-05	
t2	T2+	A	37	30	0.00668721	0.001722842	6.68721E-05	1.72284E-05	
t2	T2+	B	38	4	98.61507984	97.9831961	1.404175278	1.369618805	
t2	T2+	B	38	6	0.716772722	1.055382408	0.007167789	0.01055402	
t2	T2+	B	38	8	0.139572578	0.272234969	0.001395726	0.002722353	
t2	T2+	B	38	10	0.11946212	0.160236916	0.001194621	0.00160237	
t2	T2+	B	38	12	0.091547605	0.117031674	0.000915476	0.001170317	
t2	T2+	B	38	14	0.034968183	0.047819394	0.000349682	0.000478194	
t2	T2+	B	38	16	0.096350102	0.104028155	0.000963501	0.001040282	
t2	T2+	B	38	18	0.063332933	0.046980457	0.000633329	0.000469805	
t2	T2+	B	38	20	0.042472085	0.058725571	0.000424721	0.000587256	
t2	T2+	B	38	22	0.003451795	0.010067241	3.45179E-05	0.000100672	
t2	T2+	B	38	24	0.035118261	0.075504306	0.000351183	0.000755043	
t2	T2+	B	38	26	0.009304839	0.013842456	9.30484E-05	0.000138425	
t2	T2+	B	38	28	0.003301717	0.008389367	3.30172E-05	8.38937E-05	
t2	T2+	B	38	30	0.003151639	0.003775215	3.15164E-05	3.77522E-05	
t2	T2+	C	39	4	96.54842661	96.8503635	1.307296278	1.319149333	
t2	T2+	C	39	6	1.662969103	1.566704433	0.016630458	0.015667685	
t2	T2+	C	39	8	0.528120342	0.486829061	0.005281228	0.00486831	
t2	T2+	C	39	10	0.271832434	0.235743285	0.002718328	0.002357435	
t2	T2+	C	39	12	0.142163542	0.10621725	0.001421636	0.001062173	
t2	T2+	C	39	14	0.193027592	0.167882264	0.001930277	0.001678823	
t2	T2+	C	39	16	0.221165151	0.207123637	0.002211653	0.002071238	
t2	T2+	C	39	18	0.146492397	0.116838975	0.001464924	0.00116839	
t2	T2+	C	39	20	0.106647252	0.070221404	0.001066473	0.000702214	
t2	T2+	C	39	22	0.100941034	0.098841052	0.001009411	0.000988411	
t2	T2+	C	39	24	0.027744027	0.032455271	0.00027744	0.000324553	
t2	T2+	C	39	26	0.01505261	0.011801917	0.000150526	0.000118019	
t2	T2+	C	39	28	0.003345025	0.007671246	3.34502E-05	7.67125E-05	
t2	T2+	C	39	30	0.004328855	0.00855639	4.32886E-05	8.55639E-05	
t2	T2+	D	40	4	96.86573821	98.38416855	1.319767536	1.390785115	
t2	T2+	D	40	6	0.88913221	0.50473396	0.008891439	0.005047361	
t2	T2+	D	40	8	0.816135734	0.440307287	0.008161448	0.004403087	
t2	T2+	D	40	10	0.602708872	0.270662054	0.006027125	0.002706624	
t2	T2+	D	40	12	0.213036507	0.099353632	0.002130367	0.000993536	
t2	T2+	D	40	14	0.227577249	0.09987885	0.002275774	0.000998789	
t2	T2+	D	40	16	0.154580773	0.075543775	0.001545808	0.000755438	
t2	T2+	D	40	18	0.065872488	0.039041163	0.000658725	0.000390412	
t2	T2+	D	40	20	0.054064235	0.025297973	0.000540642	0.00025298	
t2	T2+	D	40	22	0.009954065	0.006915363	9.95406E-05	6.91536E-05	
t2	T2+	D	40	24	0.008392643	0.010329276	8.39264E-05	0.000103293	
t2	T2+	D	40	26	0.011125131	0.008491015	0.000111251	8.49102E-05	
t2	T2+	D	40	28	0.014247975	0.004902029	0.00014248	4.90203E-05	
t2	T2+	D	40	30	0.004391499	0.003851595	4.3915E-05	3.85159E-05	
t3	C	A	41	4	99.55894685	99.6032377	1.476841258	1.48168685	
t3	C	A	41	6	0.141662519	0.121054818	0.001416626	0.001210548	
t3	C	A	41	8	0.102849841	0.079891051	0.001028499	0.000798911	
t3	C	A	41	10	0.043166904	0.025006027	0.000431669	0.00025006	
t3	C	A	41	12	0.01538994	0.014362436	0.000153899	0.000143624	
t3	C	A	41	14	0.016140669	0.008848287	0.000161407	8.84829E-05	
t3	C	A	41	16	0.008258016	0.012310659	8.25802E-05	0.000123107	
t3	C	A	41	18	0.009534255	0.006668274	9.53426E-05	6.66827E-05	
t3	C	A	41	20	0.00653134	0.005257677	6.53134E-05	5.25768E-05	
t3	C	A	41	22	0.007882652	0.010130647	7.88265E-05	0.000101306	
t3	C	A	41	24	0.006231049	0.004231789	6.23105E-05	4.23179E-05	
t3	C	A	41	26	0.009684401	0.009874175	9.6844E-05	9.87417E-05	
t3	C	A	41	28	0.007582361	0.007950634	7.58236E-05	7.95063E-05	
t3	C	A	41	30	0.005930757	0.008463578	5.93076E-05	8.46358E-05	
t3	C	B	42	4	99.15956476	99.10064829	1.441056965	1.43657986	
t3	C	B	42	6	0.27621408	0.245377057	0.002762144	0.002453773	
t3	C	B	42	8	0.130920683	0.132193339	0.001309207	0.001321934	
t3	C	B	42	10	0.084762159	0.12760481	0.000847622	0.001276048	
t3	C	B	42	12	0.070573711	0.068172433	0.000705737	0.000681724	
t3	C	B	42	14	0.058043653	0.048070305	0.000580437	0.000480703	
t3	C	B	42	16	0.034641926	0.046103793	0.000346419	0.000461038	
t3	C	B	42	18	0.01888722	0.024472155	0.000188872	0.000244722	
t3	C	B	42	20	0.028929693	0.028842183	0.000289297	0.000288422	
t3	C	B	42	22	0.04173615	0.051347826	0.000417362	0.000513478	
t3	C	B	42	24	0.02284893	0.019009621	0.000228489	0.000190096	
t3	C	B	42	26	0.016307502	0.026657169	0.000163075	0.000266572	
t3	C	B	42	28	0.016123237	0.021413136	0.000161232	0.000214131	
t3	C	B	42	30	0.010134606	0.009832562	0.000101346	9.83256E-05	
t3	C	C	43	4	98.89985739	99.23379863	1.422326414	1.446926894	
t3	C	C	43	6	1.012576716	0.715334178	0.01012594	0.007153403	
t3	C	C	43	8	0.031813049	0.013344085	0.00031813	0.000133441	
t3	C	C	43	10	0.012610001	0.008896056	0.0001261	8.89606E-05	
t3	C	C	43	12	0.009921575	0.008439848	9.92157E-05	8.43985E-05	
t3	C	C	43	14	0.005440864	0.003649664	5.44086E-05	3.64966E-05	
t3	C	C	43	16	0.010497666	0.002965352	0.000104977	2.96535E-05	
t3	C	C	43	18	0.000320051	0.00057026	3.20051E-06	5.7026E-06	
t3	C	C	43	20	0.000640102	0.000114052	6.40102E-06	1.14052E-06	
t3	C	C	43	22	0.000960152	0.000912416	9.60152E-06	9.12416E-06	
t3	C	C	43	24	0.000640102	0.001482676	6.40102E-06	1.48268E-05	
t3	C	C	43	26	0.002176345	0.000912416	2.17635E-05	9.12416E-06	
t3	C	C	43	28	0.002240356	0.00057026	2.24036E-05	5.7026E-06	
t3	C	C	43	30	0.000768122	0.000798364	7.68122E-06	7.98364E-06	
t3	C	D	44	4	99.55653899	99.7482972	1.476584951	1.499830354	
t3	C	D	44	6	0.286718902	0.175683939	0.002867193	0.00175684	
t3	C	D	44	8	0.014115956	0.007112336	0.00014116	7.11234E-05	
t3	C	D	44	10	0.01118277	0.006188656	0.000111828	6.18866E-05	
t3	C	D	44	12	0.006049695	0.006096288	6.0497E-05	6.09629E-05	
t3	C	D	44	14	0.004308116	0.001662624	4.30812E-05	1.66262E-05	
t3	C	D	44	16	0.002749862	0.003417616	2.74986E-05	3.41762E-05	
t3	C	D	44	18	0.012374377	0.004248928	0.000123744	4.24893E-05	
t3	C	D	44	20	0.007791275	0.004803136	7.79127E-05	4.80314E-05	
t3	C	D	44	22	0.011091108	0.003417616	0.000110911	3.41762E-05	
t3	C	D	44	24	0.010449474	0.003787088	0.000104495	3.78709E-05	
t3	C	D	44	26	0.011824405	0.005911552	0.000118244	5.91155E-05	
t3	C	D	44	28	0.004399779	0.002493936	4.39978E-05	2.49394E-05	
t3	C	D	44	30	0.020715624	0.008867328	0.000207156	8.86733E-05	
t3	T1-	A	45	4	99.405999	99.484611	1.461746797	1.469225433	
t3	T1-	A	45	6	0.190100779	0.159863909	0.001901009	0.00159864	
t3	T1-	A	45	8	0.078682968	0.079090566	0.00078683	0.000790906	
t3	T1-	A	45	10	0.0551548	0.056143593	0.000551548	0.000561436	
t3	T1-	A	45	12	0.05771221	0.048800562	0.000577122	0.000488006	
t3	T1-	A	45	14	0.038275897	0.035950257	0.000382759	0.000359503	
t3	T1-	A	45	16	0.044584174	0.030290004	0.000445842	0.0003029	
t3	T1-	A	45	18	0.023528168	0.013768184	0.000235282	0.000137682	
t3	T1-	A	45	20	0.013554271	0.009025809	0.000135543	9.02581E-05	
t3	T1-	A	45	22	0.009377168	0.007801971	9.37717E-05	7.80197E-05	
t3	T1-	A	45	24	0.005114819	0.010096668	5.11482E-05	0.000100967	
t3	T1-	A	45	26	0.013042789	0.013921163	0.000130428	0.000139212	
t3	T1-	A	45	28	0.0070755	0.005966213	7.0755E-05	5.96621E-05	
t3	T1-	A	45	30	0.005882042	0.009331769	5.88204E-05	9.33177E-05	
t3	T1-	B	46	4	99.36447276	99.58583755	1.457995481	1.479752529	
t3	T1-	B	46	6	0.31302467	0.109788753	0.003130252	0.001097888	
t3	T1-	B	46	8	0.068884045	0.03570366	0.000688841	0.000357037	
t3	T1-	B	46	10	0.050182111	0.032430824	0.000501821	0.000324308	
t3	T1-	B	46	12	0.036980746	0.013983933	0.000369807	0.000139839	
t3	T1-	B	46	14	0.026741226	0.019339482	0.000267412	0.000193395	
t3	T1-	B	46	16	0.011085761	0.011603689	0.000110858	0.000116037	
t3	T1-	B	46	18	0.003723462	0.002677774	3.72346E-05	2.67777E-05	
t3	T1-	B	46	20	0.010578017	0.002380244	0.00010578	2.38024E-05	
t3	T1-	B	46	22	0.00880091	0.000892591	8.80091E-05	8.92591E-06	
t3	T1-	B	46	24	0.014724599	0.01814936	0.000147246	0.000181494	
t3	T1-	B	46	26	0.008716286	0.014578994	8.71629E-05	0.00014579	
t3	T1-	B	46	28	0.005923689	0.027670336	5.92369E-05	0.000276703	
t3	T1-	B	46	30	0.009647151	0.004760488	9.64715E-05	4.76049E-05	
t3	T1-	C	47	4	99.68118131	99.765945	1.490922897	1.50236441	
t3	T1-	C	47	6	0.107558342	0.065896327	0.001075584	0.000658963	
t3	T1-	C	47	8	0.035796892	0.016952582	0.000357969	0.000169526	
t3	T1-	C	47	10	0.068743445	0.061521467	0.000687435	0.000615215	
t3	T1-	C	47	12	0.013078021	0.012577722	0.00013078	0.000125777	
t3	T1-	C	47	14	0.008048013	0.007656005	8.04801E-05	7.656E-05	
t3	T1-	C	47	16	0.011149851	0.009843435	0.000111499	9.84343E-05	
t3	T1-	C	47	18	0.004275507	0.001640572	4.27551E-05	1.64057E-05	
t3	T1-	C	47	20	0.007042011	0.004648289	7.04201E-05	4.64829E-05	
t3	T1-	C	47	22	0.00385634	0.005742004	3.85634E-05	5.742E-05	
t3	T1-	C	47	24	0.00796418	0.004648289	7.96418E-05	4.64829E-05	
t3	T1-	C	47	26	0.00217967	0.006015432	2.17967E-05	6.01543E-05	
t3	T1-	C	47	28	0.010563017	0.003554574	0.00010563	3.55457E-05	
t3	T1-	C	47	30	0.006119843	0.008476291	6.11984E-05	8.47629E-05	
t3	T1-	D	48	4	98.79873188	99.54616504	1.415639572	1.475488546	
t3	T1-	D	48	6	0.632346625	0.240958605	0.006323508	0.002409588	
t3	T1-	D	48	8	0.151896516	0.062297402	0.001518966	0.000622974	
t3	T1-	D	48	10	0.134278425	0.043979384	0.001342785	0.000439794	
t3	T1-	D	48	12	0.079614726	0.040428755	0.000796147	0.000404288	
t3	T1-	D	48	14	0.12923108	0.039137617	0.001292311	0.000391376	
t3	T1-	D	48	16	0.021141709	0.004034806	0.000211417	4.03481E-05	
t3	T1-	D	48	18	0.002952221	0.003308541	2.95222E-05	3.30854E-05	
t3	T1-	D	48	20	0.002761755	0.001856011	2.76175E-05	1.85601E-05	
t3	T1-	D	48	22	0.009237594	0.003631325	9.23759E-05	3.63133E-05	
t3	T1-	D	48	24	0.003142687	0.001694618	3.14269E-05	1.69462E-05	
t3	T1-	D	48	26	0.001238028	0.002662972	1.23803E-05	2.66297E-05	
t3	T1-	D	48	28	0.00390455	0.001856011	3.90455E-05	1.85601E-05	
t3	T1-	D	48	30	0.006761538	0.002662972	6.76154E-05	2.66297E-05	
t3	T1+	A	49	4	98.44591642	98.59559695	1.394267256	1.403004631	
t3	T1+	A	49	6	0.454803079	0.422856276	0.004548046	0.004228575	
t3	T1+	A	49	8	0.229824387	0.204293229	0.002298246	0.002042934	
t3	T1+	A	49	10	0.26668628	0.265165747	0.002666866	0.002651661	
t3	T1+	A	49	12	0.073896847	0.050215312	0.000738969	0.000502153	
t3	T1+	A	49	14	0.151860617	0.138182422	0.001518607	0.001381825	
t3	T1+	A	49	16	0.121748084	0.091037831	0.001217481	0.000910378	
t3	T1+	A	49	18	0.132218247	0.119758099	0.001322183	0.001197581	
t3	T1+	A	49	20	0.064118927	0.057621167	0.000641189	0.000576212	
t3	T1+	A	49	22	0.010989344	0.012282882	0.000109893	0.000122829	
t3	T1+	A	49	24	0.005451407	0.006502702	5.45141E-05	6.5027E-05	
t3	T1+	A	49	26	0.005018755	0.00596081	5.01876E-05	5.96081E-05	
t3	T1+	A	49	28	0.0065763	0.005418919	6.5763E-05	5.41892E-05	
t3	T1+	A	49	30	0.005191816	0.007947747	5.19182E-05	7.94775E-05	
t3	T1+	B	50	4	97.02002636	97.77884046	1.326055942	1.359636142	
t3	T1+	B	50	6	2.275621304	1.904764553	0.022758178	0.019048798	
t3	T1+	B	50	8	0.185708098	0.077847624	0.001857082	0.000778476	
t3	T1+	B	50	10	0.102985272	0.060331909	0.001029853	0.000603319	
t3	T1+	B	50	12	0.051399689	0.020017961	0.000513997	0.00020018	
t3	T1+	B	50	14	0.071940975	0.029192859	0.00071941	0.000291929	
t3	T1+	B	50	16	0.04796065	0.011677144	0.000479607	0.000116771	
t3	T1+	B	50	18	0.028813569	0.004170408	0.000288136	4.17041E-05	
t3	T1+	B	50	20	0.028348834	0.013901361	0.000283488	0.000139014	
t3	T1+	B	50	22	0.044614558	0.01306728	0.000446146	0.000130673	
t3	T1+	B	50	24	0.051120848	0.03308524	0.000511209	0.000330852	
t3	T1+	B	50	26	0.03587754	0.009174899	0.000358775	9.1749E-05	
t3	T1+	B	50	28	0.023329696	0.010287008	0.000233297	0.00010287	
t3	T1+	B	50	30	0.011618375	0.002780272	0.000116184	2.78027E-05	
t3	T1+	C	51	4	99.39065175	99.56108457	1.460345605	1.477069396	
t3	T1+	C	51	6	0.133092995	0.069669115	0.00133093	0.000696691	
t3	T1+	C	51	8	0.093414504	0.094053306	0.000934145	0.000940533	
t3	T1+	C	51	10	0.081510957	0.043978629	0.00081511	0.000439786	
t3	T1+	C	51	12	0.075275766	0.033528262	0.000752758	0.000335283	
t3	T1+	C	51	14	0.066886599	0.058347884	0.000668866	0.000583479	
t3	T1+	C	51	16	0.058157331	0.050945541	0.000581573	0.000509455	
t3	T1+	C	51	18	0.037071047	0.014804687	0.00037071	0.000148047	
t3	T1+	C	51	20	0.018705574	0.00653148	0.000187056	6.53148E-05	
t3	T1+	C	51	22	0.006235191	0.007837775	6.23519E-05	7.83778E-05	
